sentiment,sentiment_label,Cleaned_Tweet
neutral,1,8 pada masa itu setidaknya ada 45 persen dari 47 juta warga bosnia memeluk agama islam sisanya adalah kristen ortodoks katolik protestan dan lainnya
negative,0,6 siapa saja klien yang sudah pernah kamu tangani
neutral,1,terima kasih pak presiden yg selalu memberikan selamat dgn tulus  semoga sehat selalu pak allah memberikan yg terbaik kepada pak jokowi amin  salam dua periode
negative,0,berarti rejim jokowi sama saja dong ganti ah
neutral,1,responden2 yangg goblok2 belum faham  juga wartawan beritasatu juga goblok nanti klo aniessandy sudah memimpin sangat mudah
neutral,1,akun isinya xe2x80x9canti asengxe2x80x9d xe2x80x9ctolak asengxe2x80x9d xe2x80x9cnonpribumixe2x80x9d tapi terus ngeluh xe2x80x9citu di thailand kok banyak negara asing yang bantu kita di danau toba kok nggak ada yang bantuinxe2x8
neutral,1,tidak cukup hanya wanita yg baikbagaimana kalau wanita cacat tapi baik  yg dicari baikcantik dan pintar
neutral,1,presiden ri  1 1r soekarno 2 2oeharto 3 3j habibie 4 4bdurrahman wahid 5 5oekarno putri 6 6ambang yudhoyono 7 7oko widodo 8 8ï½ï½ï½ï½ãï½ï½ï½ï½ï½ï½ï½ï½
negative,0,picek a matamu
neutral,1,melalui sedulur ngaji semoga allah ijinkan gus ipul mbak puti jadi gubernur dan wagub jatim
neutral,1,sedih ik mba cit pak bani gmn ya beliau kan selalu ngasi target nem tiap taun naik
neutral,1,waktu mata pelajaran ekonomi di smpsma bolos mz apa remedial ðððð
negative,0,yaudah maunya apa pantat panci
neutral,1,giliran bela ahok yg tau kapir atau bukan cuma tuhan tapi urusan sorga dia yg kaplingnn
neutral,1,rt  naib presiden ppbm âkantoikanâ dap terima tajaan negara asing patutlah dap paling lantang tolak akta dana politik sebab mereka takut rahsia sumber duit untuk parti kantoi
neutral,1,kalo saran gw mundur aja jalan yang terbaik
negative,0,rt   rezim anti islam  benar kan  gak bs dipungkiri lg
neutral,1,sendiri nnxe2xa0x80 xe2xa0x80 xe2xa0x80darren satu nama yang terlontar begitu saja manik sipit arion membundar antara percaya dan tidak ini terlalu anehnn
neutral,1,dari segi pandang ini maka satu agama tidak pantas untuk menganggap agama lain lebih irrational atau ga nyata krn sama2 irrational dgn demikian dr segi irrasionalitas yahudi kristen islam hindu animisme
neutral,1,lengserkan rezim jokowi secepatnya agar negara tdk semakin hancur n amburadul
neutral,1,napa kalo udah tolol jangan diliatin tololnya jadi malu2in kan wkwkwk
negative,0,yeu kunyuk mt gue kaga di bales sok suci cuihwoosoeokjung
neutral,1,setuju ada islam nusantara di indonesia ada bbrp agama skalian aja di buat kristen protestan nusantarakatolik nusantarabudha nusantarahindu nusantara dan agama lain ada nusantaranya biar seragam dan nkri gt lohkrna
neutral,1,3 kelompok di balik rezim ini merekayasa berbagai terorisme islam utk merusak citra islam dan indonesia  4 menuduh umat islam indonesia militan radikal garis keras 5 menyudutkan islam melalui berbagai isu seperti lgbt dll 6 menuduh mencurigai i
neutral,1,bom djiaa
neutral,1,mintak jasa baik kawankawan timeline rt benda ni   my relative nurliyana abdul raziff mengalami hyper thyroid  and itâs become worse right now  she really need bantuan kewangan untuk rawatan  boleh bank in kat account ni  nurliyana abd razif 0
negative,0,retweeted di   wni di korea juga menginginkan   semakin membahana gerakan  mendunia
negative,0,onta mana bisa ngomong
negative,0,rt  wa6281294490616nigfanyaclarisha ngak sabar pengen di entot sama kontol bule perkasa ininenak bgt di entot sama kontoxe2x80xa6
negative,0,warga moskow demo turunkan jokowi di negara nya saveustadalfian
negative,0,rt  abang kuli fav penasaran liat kontol dia      xe2x80xa6
negative,0,tolak versi baruakalakalan rezim mau diedit sesuai selera merekaklw pki korbandasar komunis
neutral,1,gubernur kok ga bisa bayar tukang konsep tkg ketik payah laah  udah deh sebaiknya
neutral,1,kl dia kalah pasti salah wasit padahal dah pake isu hoax ulama 212 saracen isu sara isu pki isu antek asing semua dah goreng sampa hangus ttp aja gak naik elektabilitaanya salahnya rakyat yg goblok y wowo atau km yg
neutral,1,boleh temen aku muslim sekolah di sma katolik diperlakuin baik bgt kok
neutral,1,pak  utk menghapus teroris islam  penipuan perlu ada penjelasan agar islam mudah dipahami
negative,0,resmi ditutup gubernur jabar apresiasi mtq kexxxv tingkat jabar di sukabumi  infodesaku
negative,0,hari ini menteri  ke kantor tidak seperti biasanya tanpa pengawalan protokoler beliau menggunakan motor ketularan presiden  yg sedang demam film dilan 1990   siap  dan  tinjau proyek padat karya tunai di desa2
negative,0,sudahkah anda di tipu jokowi hari ini
negative,0,setau saya sama mba mereka kristen klo ga salah
negative,0,mengelibut di pagi buta
negative,0,ini tuh kesalahan jokowi dan ahok si babi ateis
neutral,1,pak  mengartikan ijab  qabul sebagai perjanjian nikah langkah baik dlm rangka buang islam
neutral,1,insyaa allah bp prabowo dan ustadz anis matta memiliki kriteria ini
neutral,1,lelucon tentang kulit hitam transgender tinggi badan ukuran mata tebal bibir agama dst itu lucu sebelum manusia menjadikannya alasan untuk sesuatu diskriminasinn
neutral,1,saracen kejahatan besar yang direncanakan mendagri harus membatalkan kemenangan pasangan anies sandi karena menggunakan jasa saracen
negative,0,95 lokal prestasi hebat buat presiden yang sering dituduh antek aseng
negative,0,cocok itu prabowo ke myanmar naik kuda
neutral,1,jawaban soal nomor 7nnanaknya kehilangan tangan amp kaki karena menginjak ranjau si anak pengen kasihtau kabar buruk ke kedua orangtuanya tentang kondisinya orang tuanya nggak mau nerima orang cacat karena merasa bakal jadi beban sakit hati denger
neutral,1,kalo mau nyinyir tolong dibekali dengan pengetahuan yang cukup yah wanita katolik tidak wajib memakai penutup kepala
neutral,1,keren juga mas  ini selain survei bo juga merangkap kordinator cebong yah xf0x9fx98x82xf0x9fx98x82ntl nya bnyk dukungan dr bani cebong nmantrraaaf xf0x9fx98x8axf0x9fx98x8a
negative,0,gatot antek asing ternyata
negative,0,mantep kamu nyoo keterima sitip ini
negative,0,santai aje bro  meski gue udah biasa diblock tak satu pun akun yg gue block  meski ada block masela block mahakam block east natuna block east kalimantan block attaka block kasuri dll  i dont car
negative,0,adian gaya lu kaya beruk gini klo supir tembak metromini masuk dprnkampungan lu
negative,0,begitu  bersuara udah bs dipastikan narasinya pembela pki
neutral,1,aneh bebek ku transgender dalam satu malam dengan sendirinya didalam kandang yang semula betina jadi jantan warna coklat jadi hitam sehat jadi sakit atau mungkin ada tangan
negative,0,itu buat acara bagi2 takjil tp namanya bom takjil
neutral,1,barusan aku nonton film monster film ttg aileen wournos omg sedihnselama ini aku tau dia dari tulisan2 di google doang aku tau kisah2 masalalu buruk dia amp keluarganya yg bikin dia jadi sehancur itu amp jadi psk
negative,0,apa huhungannya bego sm lesbi anjir
neutral,1,bunga bangkai
neutral,1,dampak ekonomi putusnya jembatan babat saksikan berita terkininya dalam  pkl 0900 wib hanya di tvone amp streaming di tvone connect
neutral,1,rt  menang kalah dalam pertandingan itu sebuah keniscayaannnbukan sekedar kemenangan yang diharapkannntapi usaha dan kerjaxe2x80xa6
neutral,1,dan jl tersebut adalah akses menuju velodrome yang dipake untuk asean games hehehe kebijakan gubernur yg sungguh keberpihakan titit kuda
neutral,1,kadang pikiran org licik yang di dunia lesbi cuman iseng tuh gininnhalah lesbi ga usah serius toh gabakalan selamanyannberbekal kalimat itu banyak cewe cewe gatau diri yg mainin hati cewenya yang padahal bener2 udh jd bucinnnlol
neutral,1,si islam nusantara tuh ikut2 kristengkjgkidll
neutral,1,percayalah pak saya perempuan yang cukup tau batas almh ibu saya cukup militer untuk mendidik anak2nya â aku cuma ingin menjadi muda yg asik bukan muda yg kaku dgn batasan norma2 selama aku melakukan tdk menyalahi kodrat dn aturan keras agama saya
negative,0,akui saja ahok dan djarot kalian gagal atasi banjirorang kena banjir anda sibuk sidang kasus penista agama
negative,0,cebong mana ngerti
positive,2,kenapa tgb membelot ke arah mendukung jokowi 2 periode bisa jadi sebagai jawaban atas tekanan asing bagaimana proyeksi presiden 2019
negative,0,cebong emang goblok semua iq rendahxf0x9fx91x8e
negative,0,bego ah budek xf0x9fx98x91
negative,0,ngin ahok keluar dr jeruji jangan demo rutan tapi demo jokowi minta amnesti atau grasi jika tak dikasi lengserkan jokowi salam2tahun
neutral,1,sumpah takleh move om dengan bom diggy ni xf0x9fx98x82xf0x9fx98x82xf0x9fx98x82xf0x9fx98x82
negative,0,lain kali ga usah undang si adian jd narsum lah  kampungan
negative,0,rt  china babi china malingn usirchina
neutral,1,rakyat jawa barat cerdas inshaaallah tdk dukung  calon dr partaipartai yg bela ahok penista agama
neutral,1,keturunan cina rasis ini apa juga paham sejarah indonesia  palingpaling tidak paham juga
negative,0,ada anjir idup dimana lu
negative,0,bodohnya cerita tak ada cinta sepertimu ni tolol amat
neutral,1,17 rumus luas permukaan limas xf0x9fx98x8c yebinn5 masih perjaka atau sudah duda jihunn15 kenapa org ngira 11 itu 2 sir neon88 fi pas masuk dfa taen89 first chingu di dfa cecyl cantik banget n28 alasan masuk akademi ini jisunn99 duluan telor apa ayam dan kenapa kimi
negative,0,yang ngejijikin dia ga ngakuin itu anaknya dan ga mau ngaku kalo dia ngedukung prabowo pendeta setan
negative,0,ipar ogut kristen jawantuh gerejanya di rawamamgun sebelah tiptop
neutral,1,hampir banyak orang yang mengenali bahwa gus mus adalah seorang ulama yang selama ini wejanganwejangannya selalu menyejukkan dia selalu menyerukan islam yang damai islam yang rahmatan lil âalamin
negative,0,azu tenan soh orang2 kekgini nihbanimicin
neutral,1,so sekolah agama manað
neutral,1,setiap hari ð
neutral,1,jadi biang kegaduhannya itu pks saya sih gak percaya mosok pks kayak gitu xf0x9fx98x8a lanjut beliaunnprofesor yang nulis itu kalian jangan keminter sok kontra sama profesor beliau menuntut ilmu keliling dunia bukan untuk jadi orang goblog yang goblog ya kalian
neutral,1,hadi hanya sesuai sebagai ustaz kampung  dr m
negative,0,bala bantuan cebong datengxf0x9fx98x82xf0x9fx98x82
neutral,1,xf0x9fx91x97preloved branded amp unbranded topxf0x9fx91x97nn semua barang yg dijual koleksi pribadin mostly dijual karna skrg aku pake hijab amp bajunya kebanyakan crop tee n selama pemakaian selalu dirawat amp aku gaada riwayat peny
neutral,1,pancasila itu islami bagi kaum muslimin pancasila itu kristiani bagi pemeluk kristen pancasila itu hinduisme bagi pemeluk hindu pancasila itu budhaisme bagi pemeluk buddha krn pancasila itu sumbernya dr agama
neutral,1,mari kita lawan dan hancurkan rezim koplaks jongos cina komunis
neutral,1,bandara kertajati salah satu bukti sayang presiden jokowi ke masyarakat jawa barat  januari 2016 jokowi juga kesini saat melakukan pemancangan tiang pertama insya allah jamaah haji propinsi jabar thn ini bisa diberangkatkan dari bandara kertajati
positive,2,setuju bahasa bisa saja perumpamaan yg mendekati tetapi al quran adalah pedoman dan tuntunan atau panduan utk umat islam dalam menjalankan koridor keagamaan
negative,0,dangkal otak kamu tidak semua yg benci suharto itu pki
neutral,1,pembekalan kepada para finalis abang dan none tingkat wilayah kota administrasi dan kabupaten pada tahun 2018 di balai agunh balaikota oleh bapak wakil gubernur   serta hadir juga kadis parbud dki jakarta ibu
negative,0,setiap liat org di acara sosialisasi pasti gk asing efek kerjaan
negative,0,macam kes bom tu la saya tahu la saya tahu hahaha
neutral,1,tomohon juga merupakan pusat pembelajaran agama kristen dan katolik ada tempat khusus untuk berdoa dan meditasi yang disebut bukit kasih sebuah tempat suci yang indah dan tenang nnhen
positive,2,orang gila
neutral,1,makanya paling aman sekolahin katolikkristen ga ada ekstrem2an agama kalau memang ingin diajarkan di rumah saja
neutral,1,idolanya harun yahya zakir naik felix siauwcita2nya menguasai dunia mengalahkan yahudi jd rahmat bg seluruh alam mungkin itu di semesta lain kali yee di bumi ke 13
negative,0,itu eonnie ya yang suka berendamnya pake bunga bangkai
neutral,1,menjadi saksi bertumbuhnya organisasi ini di dili sejak tahun 2013 sekarang mereka sudah memiliki klinik kecil yang dikelola langsung oleh komunitas transgender xf0x9fxa6x84
negative,0,rt  pk sby klau jdi presiden gemuk ya paksekali ke restoran8 juta ya pakjaman jokowi 800 pak
negative,0,kunyuk nya masih gak berani pulang cecunguk2nya pun setia menunggu hahahaha asli ngakak
negative,0,woyyyy bangsulll pea goblog anjirrrrr ngapain lu block gueeee cukkkkk
negative,0,bisa aja gembel nya lu jae xf0x9fx98x8c
neutral,1,hanya syaitan dan iblis yg terganggu dengan suara adzan hatimu ternyata se bu suk namamu
neutral,1,jangan maaf ama saya bang kan kita mah kaga ada salah haha insyaallah niya bang walau saya orang hina tp klo udh nyangkut ulama mah udh gak bisa d tawar2 kita bela nmudah2an orang hina kaya s
negative,0,hutang untuk pembagunan merata bukan untuk dikorupsi ncebong mana ngerti begituan ya mpret
neutral,1,wajarlah cebong tambah gila akibat bela si kodok yg buat indonesia ancur lebur
negative,0,polri benarkan tangkap prabowo atas kasus penghinaan presiden di media sosial  hukum penghinaan jokowi megawati
negative,0,culun lucu kurang gayann
neutral,1,bang mardani lagi2 ngelessangking tdk mau mengakui hasil kerja nyata jokowiknp itu diambil alih jokowi karena proyeknya mangkrak ditangan gubernur aheralhamdulillah ditangan pak jokowi hanya butuh kurang lebih 2thn lanjut p
negative,0,ini yangmembuat
positive,2,indonesia resmi menggunakan jaringan 5g tahun 2019
negative,0,diamlo cina keparat
neutral,1,inget  yg jeblosin jonru dan respon cepat oleh   tpi giliran di kubu dia victor laiskodat mah ampyuuunnn dah tuh manusia malah jd calon pilkada
neutral,1,semakin dibuka semakin kelihatan kebohongan2 yg jokowi lakukan bahkan terhadap rakyat kecil sekalipun pantaskah seorang penipu seperti ini dijadikan pemimpin
neutral,1,36 berdasarkan fakta sejarah jokowi harus mundur atau dijatuhkan karena telah memusuhi umat islam
negative,0,wkwkwkwk cebong dungu yg awal ngomong cebong onta cangkemmu dewekxf0x9fxa4xa3
negative,0,akhirnya jalan tapian nauli sunggal diaspal ekonomi breakingnewssektorriil
negative,0,heboh pengadaan tas sembako bantuan presiden sedot apbn rp 3 miliar padahal bawasluâ
neutral,1,indahnya cocot pks kalau ngomong ketum aja kaya bencong gaya bicaranya hadehh sadizzz
neutral,1,dia selalu bicara ulama mengatasnamakan syari lah haram lah itu lah ini lah  tp gitu juga
neutral,1,dulu  dizalimi kronikroninya megawati keluar jd pemenangsekarang dizalimi kronikroninya  daur ulang sejarah
neutral,1,salah sendiri milih gubernur yg diusung dr isu sara
neutral,1,padahal dulu amien yg menuduh prabowo dalang sebuah kerusuhan
neutral,1,mohon bantuan teman2 di daerah tki 3bandung dekat tokosrikandi ada kalungnya tp sp terlantar galak jd susah didekati aq g bs tangani
neutral,1,begitulah kaum bani kampret sumbu pendek hidup di bumi datar
negative,0,lu nga serem teh maennya sama setan wqwq
negative,0,ini salahnya kafir nenggolan di ajak nonton film kafir terus di panggil jd bang dan lai  keok belgium
negative,0,makin nakal polisi dengan kasus kasus buatan makin kuat animo umat islam untuk lengserkan jokowi 2019
neutral,1,selamat hari koperasi nasional koperasi sebagai landasan ekonomi bangsa harus dipeluhara dan ditumbuh kembangkan dari ancaman praktek kartel asing xf0x9fx87xaexf0x9fx87xa9
neutral,1,utk menjaga stabilitas politik keamanan dan penghematan uang negara saya sarankan pilkada cukup dipilih oleh badan permusyawaratan desabpd karna mereka non partai kalau dprd kemungkinan transakdional
negative,0,mata lu picek
negative,0,kirain orangorang kayak gini cuma karangan fiksi anjir
negative,0,gakmau berdua doang kaya lesbi
neutral,1,presiden jokowi akan berikan gamelan pada dua sekolah presiden joko widodo akan memeberikan gamelan bagi duaâ
negative,0,negara teroris itu ternyata mayoritas budha
neutral,1,bila hilang budaya malumu lakukanlah apa saja yang kamu kehendaki hr bukhari
negative,0,negara dalam keadaan genting karena defisit sdh hampir 3  siapsiap jokowi di lengserkan  apakah rakyat menginginkan jkw lengser  retweet
neutral,1,pemkot manado raih penghargaan best emergency 112  ekonomi
negative,0,tinggal sebulan lagi anies dipastikan dicopot dari jabatannya sebagai gubernur dki lantaran tidak kunjung
negative,0,meh cocok sube wa off telp gk diangkat dasar brengsek
neutral,1,menurut gue theist agnostic ini boss gue dia islam turunan ayahnya but doi nikah sama cewek katolik ibunya katolik mereka puasa etc tapi ga solat why mereka bukan males ibadah sih mereka punya paham sendiri tentang tuhan ya situ mah kalo mang male
